"subject" "activitiName" "instrument" "acceleration" "magnitude" "jerk" "variable" "average"
3 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.169614628831293
3 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.112359379861531
3 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.282611942549786
3 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.0169356461335714
3 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.137491714983673
3 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.127358611987755
3 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.125867368735714
3 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.202625271809524
3 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.932033238367347
3 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.0628126118283674
3 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.0411340078469388
3 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.166051590341837
3 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.443431792340816
3 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0528820904122449
3 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.447078637605442
3 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.273835565308163
3 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.284117763183673
3 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.542422388265306
3 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.604415015816327
3 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.142827347839774
3 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.219236680996045
3 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.222714634722119
3 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.485323431759605
3 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.249940487245763
3 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.390795900847458
3 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.424911028983051
3 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.459814896949153
3 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.112579442372881
3 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.921112149435028
3 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.184014895
3 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.333597432542373
3 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.248755092766384
3 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.522179000279661
3 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0684553026570622
3 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.61882628299435
3 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.430766697974576
3 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.427034227808475
3 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.68786959
3 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.729030738305085
4 "LAYING" "accelerometer" "body" "NA" "NA" "mean" -0.454553641727469
4 "LAYING" "accelerometer" "body" "NA" "NA" "std" -0.953262567160494
4 "LAYING" "accelerometer" "body" "NA" "jerk" "mean" -0.46732062724067
4 "LAYING" "accelerometer" "body" "NA" "jerk" "std" -0.967288610709877
4 "LAYING" "accelerometer" "body" "magnitude" "NA" "mean" -0.946973652222222
4 "LAYING" "accelerometer" "body" "magnitude" "NA" "std" -0.934240096287037
4 "LAYING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.966191448518519
4 "LAYING" "accelerometer" "body" "magnitude" "jerk" "std" -0.959411775
4 "LAYING" "accelerometer" "gravity" "NA" "NA" "mean" 0.278677250864198
4 "LAYING" "accelerometer" "gravity" "NA" "NA" "std" -0.955731070185185
4 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.954557603148148
4 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.931292216611111
4 "LAYING" "gyroscope" "NA" "NA" "NA" "mean" -0.472232469267284
4 "LAYING" "gyroscope" "NA" "NA" "NA" "std" -0.965561695895062
4 "LAYING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0714528499135803
4 "LAYING" "gyroscope" "NA" "NA" "jerk" "std" -0.981974731296296
4 "LAYING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.945896561388889
4 "LAYING" "gyroscope" "NA" "magnitude" "NA" "std" -0.947066053425926
4 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.984338787685185
4 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.982620922685185
4 "SITTING" "accelerometer" "body" "NA" "NA" "mean" -0.446088092419667
4 "SITTING" "accelerometer" "body" "NA" "NA" "std" -0.933518629013333
4 "SITTING" "accelerometer" "body" "NA" "jerk" "mean" -0.4734761995615
4 "SITTING" "accelerometer" "body" "NA" "jerk" "std" -0.968357764333333
4 "SITTING" "accelerometer" "body" "magnitude" "NA" "mean" -0.9323484575
4 "SITTING" "accelerometer" "body" "magnitude" "NA" "std" -0.9171117772
4 "SITTING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.9663165087
4 "SITTING" "accelerometer" "body" "magnitude" "jerk" "std" -0.9620668149
4 "SITTING" "accelerometer" "gravity" "NA" "NA" "mean" 0.397015342472298
4 "SITTING" "accelerometer" "gravity" "NA" "NA" "std" -0.955027217753333
4 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.93569482
4 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.9144078448
4 "SITTING" "gyroscope" "NA" "NA" "NA" "mean" -0.483278902276667
4 "SITTING" "gyroscope" "NA" "NA" "NA" "std" -0.9528156701
4 "SITTING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0625981031344
4 "SITTING" "gyroscope" "NA" "NA" "jerk" "std" -0.9743819736
4 "SITTING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.9374165331
4 "SITTING" "gyroscope" "NA" "magnitude" "NA" "std" -0.9288744237
4 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.9785191126
4 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.976034222
4 "STANDING" "accelerometer" "body" "NA" "NA" "mean" -0.436639505256518
4 "STANDING" "accelerometer" "body" "NA" "NA" "std" -0.909845122383929
4 "STANDING" "accelerometer" "body" "NA" "jerk" "mean" -0.472361642674086
4 "STANDING" "accelerometer" "body" "NA" "jerk" "std" -0.963334493154762
4 "STANDING" "accelerometer" "body" "magnitude" "NA" "mean" -0.912046033303571
4 "STANDING" "accelerometer" "body" "magnitude" "NA" "std" -0.893158362767857
4 "STANDING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.959755010982143
4 "STANDING" "accelerometer" "body" "magnitude" "jerk" "std" -0.959095990446429
4 "STANDING" "accelerometer" "gravity" "NA" "NA" "mean" 0.349063570363095
4 "STANDING" "accelerometer" "gravity" "NA" "NA" "std" -0.929975531994048
4 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.906478051785714
4 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.890976683392857
4 "STANDING" "gyroscope" "NA" "NA" "NA" "mean" -0.465607367378571
4 "STANDING" "gyroscope" "NA" "NA" "NA" "std" -0.923975404226191
4 "STANDING" "gyroscope" "NA" "NA" "jerk" "mean" -0.066086321355119
4 "STANDING" "gyroscope" "NA" "NA" "jerk" "std" -0.96122702422619
4 "STANDING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.907595633125
4 "STANDING" "gyroscope" "NA" "magnitude" "NA" "std" -0.886169360982143
4 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.966042606696429
4 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.965356500892857
4 "WALKING" "accelerometer" "body" "NA" "NA" "mean" -0.175797591859583
4 "WALKING" "accelerometer" "body" "NA" "NA" "std" -0.374857036805583
4 "WALKING" "accelerometer" "body" "NA" "jerk" "mean" -0.214481191283333
4 "WALKING" "accelerometer" "body" "NA" "jerk" "std" -0.424864048783056
4 "WALKING" "accelerometer" "body" "magnitude" "NA" "mean" -0.38142756625
4 "WALKING" "accelerometer" "body" "magnitude" "NA" "std" -0.589425865666667
4 "WALKING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.342644345416667
4 "WALKING" "accelerometer" "body" "magnitude" "jerk" "std" -0.3186888285
4 "WALKING" "accelerometer" "gravity" "NA" "NA" "mean" 0.335303260977778
4 "WALKING" "accelerometer" "gravity" "NA" "NA" "std" -0.971585942611111
4 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.312050574166667
4 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.527679103166667
4 "WALKING" "gyroscope" "NA" "NA" "NA" "mean" -0.281191132336028
4 "WALKING" "gyroscope" "NA" "NA" "NA" "std" -0.623780330361111
4 "WALKING" "gyroscope" "NA" "NA" "jerk" "mean" -0.069928563555
4 "WALKING" "gyroscope" "NA" "NA" "jerk" "std" -0.646738378888889
4 "WALKING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.553538894538333
4 "WALKING" "gyroscope" "NA" "magnitude" "NA" "std" -0.573526656
4 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.702815728583333
4 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.743957224833333
4 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.0888572537103704
4 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.247134424509444
4 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.137159868072593
4 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.328828080251889
4 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.0341180039566667
4 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.1727999672
4 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.202073350152556
4 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.248642849466667
4 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.344787130086667
4 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.94169290562963
4 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.0491616726733333
4 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.0819559041111111
4 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.231688113864815
4 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.549379145411111
4 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0587518027933333
4 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.512877936125926
4 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.387909831177778
4 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.4191233567
4 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.607297735333333
4 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.661275237666667
4 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.135262723818571
4 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.210587035643558
4 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.220552478355962
4 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.477097717525641
4 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.215264716794231
4 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.256509099471154
4 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.399164269903846
4 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.467292782596154
4 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.265829182698718
4 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.933830235961538
4 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.153703935357692
4 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.212012300480769
4 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.228055699213462
4 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.460722357564103
4 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0809241934224359
4 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.643542047115385
4 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.43778674
4 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.531731881634615
4 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.713863800384615
4 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.774739970384615
5 "LAYING" "accelerometer" "body" "NA" "NA" "mean" -0.459846069076923
5 "LAYING" "accelerometer" "body" "NA" "NA" "std" -0.967922985128205
5 "LAYING" "accelerometer" "body" "NA" "jerk" "mean" -0.473669685594936
5 "LAYING" "accelerometer" "body" "NA" "jerk" "std" -0.97854851849359
5 "LAYING" "accelerometer" "body" "magnitude" "NA" "mean" -0.964506433461538
5 "LAYING" "accelerometer" "body" "magnitude" "NA" "std" -0.960569077884615
5 "LAYING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.978748816826923
5 "LAYING" "accelerometer" "body" "magnitude" "jerk" "std" -0.976929540096154
5 "LAYING" "accelerometer" "gravity" "NA" "NA" "mean" 0.245021480128205
5 "LAYING" "accelerometer" "gravity" "NA" "NA" "std" -0.969578678333333
5 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.966777882884615
5 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.958612786346154
5 "LAYING" "gyroscope" "NA" "NA" "NA" "mean" -0.476520029997468
5 "LAYING" "gyroscope" "NA" "NA" "NA" "std" -0.973129860480769
5 "LAYING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0711299287596154
5 "LAYING" "gyroscope" "NA" "NA" "jerk" "std" -0.985620443076923
5 "LAYING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.957597684711538
5 "LAYING" "gyroscope" "NA" "magnitude" "NA" "std" -0.958775492596154
5 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.985518724134615
5 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.983602936538462
5 "SITTING" "accelerometer" "body" "NA" "NA" "mean" -0.448282793422727
5 "SITTING" "accelerometer" "body" "NA" "NA" "std" -0.936350127649242
5 "SITTING" "accelerometer" "body" "NA" "jerk" "mean" -0.470701278002182
5 "SITTING" "accelerometer" "body" "NA" "jerk" "std" -0.968074160037879
5 "SITTING" "accelerometer" "body" "magnitude" "NA" "mean" -0.937134463522727
5 "SITTING" "accelerometer" "body" "magnitude" "NA" "std" -0.923304159431818
5 "SITTING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.966880228977273
5 "SITTING" "accelerometer" "body" "magnitude" "jerk" "std" -0.9661515275
5 "SITTING" "accelerometer" "gravity" "NA" "NA" "mean" 0.397394608491667
5 "SITTING" "accelerometer" "gravity" "NA" "NA" "std" -0.956029840310606
5 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.9379783225
5 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.920939027727273
5 "SITTING" "gyroscope" "NA" "NA" "NA" "mean" -0.482328586803409
5 "SITTING" "gyroscope" "NA" "NA" "NA" "std" -0.953539301287879
5 "SITTING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0610721793878788
5 "SITTING" "gyroscope" "NA" "NA" "jerk" "std" -0.968783145378788
5 "SITTING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.939530984318182
5 "SITTING" "gyroscope" "NA" "magnitude" "NA" "std" -0.933080837954545
5 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.972723328636364
5 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.970534006931818
5 "STANDING" "accelerometer" "body" "NA" "NA" "mean" -0.432835327885506
5 "STANDING" "accelerometer" "body" "NA" "NA" "std" -0.900698670919643
5 "STANDING" "accelerometer" "body" "NA" "jerk" "mean" -0.465808384804435
5 "STANDING" "accelerometer" "body" "NA" "jerk" "std" -0.954625027083333
5 "STANDING" "accelerometer" "body" "magnitude" "NA" "mean" -0.905373046785714
5 "STANDING" "accelerometer" "body" "magnitude" "NA" "std" -0.883259485982143
5 "STANDING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.949344734553571
5 "STANDING" "accelerometer" "body" "magnitude" "jerk" "std" -0.943282003928571
5 "STANDING" "accelerometer" "gravity" "NA" "NA" "mean" 0.353372336354762
5 "STANDING" "accelerometer" "gravity" "NA" "NA" "std" -0.940223548392857
5 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.906104701071429
5 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.87977380125
5 "STANDING" "gyroscope" "NA" "NA" "NA" "mean" -0.461731713710923
5 "STANDING" "gyroscope" "NA" "NA" "NA" "std" -0.918838827589286
5 "STANDING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0581193131160714
5 "STANDING" "gyroscope" "NA" "NA" "jerk" "std" -0.949287709583333
5 "STANDING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.902607776160714
5 "STANDING" "gyroscope" "NA" "magnitude" "NA" "std" -0.867977852857143
5 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.955346169464286
5 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.947083593214286
5 "WALKING" "accelerometer" "body" "NA" "NA" "mean" -0.102626297089295
5 "WALKING" "accelerometer" "body" "NA" "NA" "std" -0.235391032851786
5 "WALKING" "accelerometer" "body" "NA" "jerk" "mean" -0.174692381166875
5 "WALKING" "accelerometer" "body" "NA" "jerk" "std" -0.33602796028006
5 "WALKING" "accelerometer" "body" "magnitude" "NA" "mean" -0.23166558164375
5 "WALKING" "accelerometer" "body" "magnitude" "NA" "std" -0.448407829732143
5 "WALKING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.278907342575893
5 "WALKING" "accelerometer" "body" "magnitude" "jerk" "std" -0.293963826428571
5 "WALKING" "accelerometer" "gravity" "NA" "NA" "mean" 0.291553636933929
5 "WALKING" "accelerometer" "gravity" "NA" "NA" "std" -0.968504886726191
5 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.158338674394643
5 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.377178733392857
5 "WALKING" "gyroscope" "NA" "NA" "NA" "mean" -0.189351577351607
5 "WALKING" "gyroscope" "NA" "NA" "NA" "std" -0.461107231458333
5 "WALKING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0606882494130952
5 "WALKING" "gyroscope" "NA" "NA" "jerk" "std" -0.362267357006548
5 "WALKING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.42009795625
5 "WALKING" "gyroscope" "NA" "magnitude" "NA" "std" -0.540959165178571
5 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.496293030089286
5 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.472432523571429
5 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.00205951500212766
5 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "std" 0.00831693557375886
5 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.0734720444592199
5 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.148833164777589
5 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" 0.183440511223404
5 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" 0.124137869142553
5 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.027284456647234
5 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.0594963753851064
5 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.305856437248632
5 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.930015697446809
5 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" 0.211138853638298
5 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" 0.205422375957447
5 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.12840372921266
5 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.403141489968085
5 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0736481202216312
5 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.320105150461702
5 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.283684125025532
5 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.422409789754255
5 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.425446434042553
5 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.468715817446809
5 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.0696007767490071
5 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.0497662536471631
5 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.170882404094645
5 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.331126152704965
5 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.0628526614005319
5 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.195414155457447
5 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.25603920793617
5 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.344401610957447
5 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.215891909773262
5 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.925170422907801
5 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" 0.0435562021989362
5 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.136736383765957
